Menu1,Menu2,Compras menores,Menu4,Menu5,Titulo,Folder,archivo,size(in Kb),extension
,,Estadísticas Institucionales,Estadísticas del Punto GOB,2015,"EstadísticasPunto GOB, Noviembre 2015",2019/03/,Reporte-Noviembre-2015.xlsx,141.169,xlsx
,,Estadísticas Institucionales,Estadísticas del Punto GOB,2016,"EstadísticasPunto GOB, Enero 2016",2019/03/,Reporte-Noviembre-2016.xlsx,137.479,xlsx
,,Estadísticas Institucionales,Estadísticas del Punto GOB,2016,"EstadísticasPunto GOB, Enero 2016",2019/03/,Reporte-Octubre-2016.xlsx,139.271,xlsx
,,Estadísticas Institucionales,Estadísticas del Punto GOB,2015,"EstadísticasPunto GOB, Octubre 2015",2019/03/,Reporte-Octubre-Punto-GOB-2015.xlsx,141.194,xlsx
,,Estadísticas Institucionales,Estadísticas del Punto GOB,2015,"EstadísticasPunto GOB, Septiembre 2015",2019/03/,Reporte-Septiembre-2015-Punto-GOB.xlsx,1321.843,xlsx
,,Estadísticas Institucionales,Estadísticas del Punto GOB,2016,"EstadísticasPunto GOB, Enero 2016",2019/03/,Reporte-Septiembre-2016.xlsx,139.924,xlsx
,,Compras y contrataciones,Compras menores,Compras Menores 2013,Compras menores - Abril 2013,2019/04/,ABRIL-2013.xlsx,2777.753,xlsx
,,Recursos Humanos,Nómina,Nómina 2014,Nómina de Abril 2014,2019/04/,Abril-2014.xls,2860.544,xls
,,Compras y contrataciones,Licitaciones públicasnacional e internacional,Licitaciones del Data Center,Aclaración - 001,2019/04/,ACLARACION-001.pdf,51.214,pdf
,Compras y contrataciones,Compras menores,Compras Menores 2017,Agosto 2017,Compras menores - Actualización y mantenimiento de licencias - Agosto 2017,2019/04/,Actualizacion-y-Mantenimiento-Licencias-Watch-Guard.pdf,1921.601,pdf
,Compras y contrataciones,Compras menores,Compras Menores 2017,Agosto 2017,Compras menores - Adquisición de impresi√≥n - Agosto 2017,2019/04/,Adquisicion-de-Impresion.pdf,2257.28,pdf
,Compras y contrataciones,Compras menores,Compras Menores 2017,Agosto 2017,Compras menores - Adquisición y suministro de alfombras - Agosto 2017,2019/04/,Adquisicion-y-Suministro-de-Alfombras.pdf,1498.704,pdf
,,Recursos Humanos,Nómina,Nómina 2013,Nómina de Agosto 2013,2019/04/,Agosto-2013.xls,2862.592,xls
,,Recursos Humanos,Nómina,Nómina 2014,Nómina de Agosto 2014,2019/04/,Agosto-2014.xls,307.712,xls
,Compras y contrataciones,Compras menores,Compras Menores 2017,Septiembre 2017,Compras menores - Caf√© y az√∫car - Septiembre 2017,2019/04/,Cafe-y-Azucar-mes-Sept-2017.pdf,1697.822,pdf
,Compras y contrataciones,Compras menores,Compras Menores 2017,Septiembre 2017,Compras menores - Cena - Septiembre 2017,2019/04/,CENA-REUNION-REDGEALC.pdf,1726.727,pdf
Compras y contrataciones,Compras menores,Compras Menores 2017,Noviembre 2017,Almuerzo Navidad Empleados de OPTIC,Certificación de fondos - Noviembre 2017,2019/04/,Certificacion-de-Fondos-Almuerzo-Navidad-Empleados-de-Optic.pdf,146.612,pdf
Compras y contrataciones,Compras menores,Compras Menores 2017,Noviembre 2017,Decoración de hotel para evento de la REDGEALC 2017,Certificación de fondos - Noviembre 2017,2019/04/,Certificacion-de-fondos-Decoracion-Hotel-para-Evento-RedGeal-C.pdf,158.165,pdf
Compras y contrataciones,Compras menores,Compras Menores 2017,Noviembre 2017,Toners,Certificación de fondos - Noviembre 2017,2019/04/,Certificacion-de-fondos-Toners-Noviembre-2017.pdf,17.926,pdf
,,Compras y contrataciones,Licitaciones públicasnacional e internacional,Licitaciones del Data Center,Circular - 001,2019/04/,CIRCULAR-001.pdf,209.408,pdf
,,Compras y contrataciones,Licitaciones públicasnacional e internacional,Licitaciones del Data Center,Circular - 002,2019/04/,CIRCULAR-002.pdf,163.699,pdf
,,Compras y contrataciones,Licitaciones públicasnacional e internacional,Licitaciones del Data Center,Circular - 003,2019/04/,CIRCULAR-003.pdf,534.338,pdf
,,Compras y contrataciones,Licitaciones públicasnacional e internacional,Licitaciones del Data Center,Circular - 004,2019/04/,CIRCULAR-004.pdf,138.056,pdf
,,Compras y contrataciones,Licitaciones públicasnacional e internacional,Licitaciones del Data Center,Circular - 005,2019/04/,CIRCULAR-005.pdf,218.463,pdf
,,Compras y contrataciones,Licitaciones públicasnacional e internacional,Licitaciones del Data Center,Circular - 006,2019/04/,CIRCULAR-006.pdf,274.471,pdf
,,Compras y contrataciones,Licitaciones públicasnacional e internacional,Licitaciones del Data Center,Circular - 007,2019/04/,CIRCULAR-007.pdf,198.284,pdf
,,Compras y contrataciones,Licitaciones públicasnacional e internacional,Licitaciones del Data Center,Circular - 008,2019/04/,CIRCULAR-008.pdf,198.012,pdf
,,Compras y contrataciones,Licitaciones públicasnacional e internacional,Licitaciones del Data Center,Circular - 009,2019/04/,CIRCULAR-009.pdf,266.354,pdf
,,Compras y contrataciones,Licitaciones públicasnacional e internacional,Licitaciones del Data Center,Circular - 010,2019/04/,CIRCULAR-010.pdf,241.815,pdf
,,Compras y contrataciones,Comparaciones de precios,Comparaciones de precios 2018,"Comparaciones de precios, Noviembre 2018",2019/04/,COMP-DE-PRECIOS-NOV.-2018.pdf,198.54,pdf
,,Compras y contrataciones,Comparaciones de precios,Comparaciones de precios 2019,"Comparaciones de precios, Noviembre 2013",2019/04/,COMPARACION-DE-PRECIO-NOVIEMBRE-2013.xlsx,2780.839,xlsx
,,Compras y contrataciones,Comparaciones de precios,Comparaciones de precios 2020,"Comparaciones de precios, Octubre 2013",2019/04/,COMPARACION-DE-PRECIO-OCTUBRE-2013.xlsx,2780.554,xlsx
,,Compras y contrataciones,Comparaciones de precios,Comparaciones de precios 2021,"Comparaciones de precios, Enero 2019",2019/04/,COMPARACION-DE-PRECIOS-ENERO-2019.pdf,154.581,pdf
,,Compras y contrataciones,Comparaciones de precios,Comparaciones de precios 2022,"Comparaciones de precios, Mayo 2018",2019/04/,COMPARACION-DE-PRECIOS-MAYO-2018-1.xlsx,2785.34,xlsx
,,Compras y contrataciones,Comparaciones de precios,Comparaciones de precios 2023,"Comparaciones de precios, Abril 2013",2019/04/,COMPARACIONES-DE-PRECIO-ABRIL-2013.xlsx,2780.562,xlsx
,,Compras y contrataciones,Comparaciones de precios,Comparaciones de precios 2024,"Comparaciones de precios, Abril 2014",2019/04/,COMPARACIONES-DE-PRECIO-ABRIL-2014.xlsx,2780.55,xlsx
,,Compras y contrataciones,Comparaciones de precios,Comparaciones de precios 2025,"Comparaciones de precios, Agosto 2014",2019/04/,COMPARACIONES-DE-PRECIO-AGOSTO-2014.xlsx,2780.554,xlsx
,,Compras y contrataciones,Comparaciones de precios,Comparaciones de precios 2026,"Comparaciones de precios, Diciembre 2014",2019/04/,COMPARACIONES-DE-PRECIO-DICIEMBRE-2014.xls,2779.494,xls
,,Compras y contrataciones,Comparaciones de precios,Comparaciones de precios 2027,"Comparaciones de precios, Junio 2014",2019/04/,COMPARACIONES-DE-PRECIO-FEBRERO-2014-1.xlsx,2780.554,xlsx
,,Compras y contrataciones,Comparaciones de precios,Comparaciones de precios 2028,"Comparaciones de precios, Febrero 2014",2019/04/,COMPARACIONES-DE-PRECIO-FEBRERO-2014.xlsx,2780.554,xlsx
,,Compras y contrataciones,Comparaciones de precios,Comparaciones de precios 2029,"Comparaciones de precios, Julio 2013",2019/04/,COMPARACIONES-DE-PRECIO-JULIO-2013.xlsx,2780.55,xlsx
,,Compras y contrataciones,Comparaciones de precios,Comparaciones de precios 2030,"Comparaciones de precios, Julio 2014",2019/04/,COMPARACIONES-DE-PRECIO-JULIO-2014.xlsx,2780.549,xlsx
,,Compras y contrataciones,Comparaciones de precios,Comparaciones de precios 2031,"Comparaciones de precios, Julio 2014",2019/04/,COMPARACIONES-DE-PRECIO-JUNIO-2014-1.xlsx,2780.548,xlsx
,,Compras y contrataciones,Comparaciones de precios,Comparaciones de precios 2032,"Comparaciones de precios, Junio 2014",2019/04/,COMPARACIONES-DE-PRECIO-JUNIO-2014.xlsx,2780.548,xlsx
,,Compras y contrataciones,Comparaciones de precios,Comparaciones de precios 2033,"Comparaciones de precios, Marzo 2014",2019/04/,COMPARACIONES-DE-PRECIO-MARZO-2014-1.xlsx,2780.54,xlsx
,,Compras y contrataciones,Comparaciones de precios,Comparaciones de precios 2034,"Comparaciones de precios, Febrero 2014",2019/04/,COMPARACIONES-DE-PRECIO-MARZO-2014.xlsx,2780.54,xlsx
,,Compras y contrataciones,Comparaciones de precios,Comparaciones de precios 2035,"Comparaciones de precios, Mayo 2013",2019/04/,COMPARACIONES-DE-PRECIO-MAYO-2013.xlsx,2780.563,xlsx
,,Compras y contrataciones,Comparaciones de precios,Comparaciones de precios 2036,"Comparaciones de precios, Mayo 2014",2019/04/,COMPARACIONES-DE-PRECIO-MAYO-2014.xlsx,2780.954,xlsx
,,Compras y contrataciones,Comparaciones de precios,Comparaciones de precios 2037,"Comparaciones de precios, Noviembre 2014",2019/04/,COMPARACIONES-DE-PRECIO-NOVIEMBRE-2014.xls,2779.371,xls
,,Compras y contrataciones,Comparaciones de precios,Comparaciones de precios 2038,"Comparaciones de precios, Octubre 2014",2019/04/,COMPARACIONES-DE-PRECIO-OCTUBRE-2014.xls,2779.368,xls
,,Compras y contrataciones,Comparaciones de precios,Comparaciones de precios 2039,"Comparaciones de precios, Septiembre 2014",2019/04/,COMPARACIONES-DE-PRECIO-SEPTIEMBRE-2014.xls,2779.378,xls
,,Compras y contrataciones,Comparaciones de precios,Comparaciones de precios 2040,"Comparaciones de precios, Abril 2015",2019/04/,COMPARACIONES-DE-PRECIOS-ABRIL-2015.xlsx,2780.634,xlsx
,,Compras y contrataciones,Comparaciones de precios,Comparaciones de precios 2041,"Comparaciones de precios, Abril 2018",2019/04/,COMPARACIONES-DE-PRECIOS-ABRIL-2018.xlsx,2785.173,xlsx
,,Compras y contrataciones,Comparaciones de precios,Comparaciones de precios 2042,"Comparaciones de precios, Abril 2016",2019/04/,COMPARACIONES-DE-PRECIOS-ABRIL2016-3.xlsx,2780.637,xlsx
,,Compras y contrataciones,Comparaciones de precios,Comparaciones de precios 2043,"Comparaciones de precios, Abril 2017",2019/04/,COMPARACIONES-DE-PRECIOS-ABRIL2017-2.xlsx,2781.474,xlsx
,,Compras y contrataciones,Comparaciones de precios,Comparaciones de precios 2044,"Comparaciones de precios, Agosto 2018",2019/04/,COMPARACIONES-DE-PRECIOS-Ago-2018.pdf,164.171,pdf
,,Compras y contrataciones,Comparaciones de precios,Comparaciones de precios 2045,"Comparaciones de precios, Agosto 2015",2019/04/,COMPARACIONES-DE-PRECIOS-AGOSTO-2015.xlsx,2780.564,xlsx
,,Compras y contrataciones,Comparaciones de precios,Comparaciones de precios 2046,"Comparaciones de precios, Agosto 2016",2019/04/,COMPARACIONES-DE-PRECIOS-AGOSTO-2016-3.xlsx,2780.544,xlsx
,,Compras y contrataciones,Comparaciones de precios,Comparaciones de precios 2047,"Comparaciones de precios, Diciembre 2013",2019/04/,COMPARACIONES-DE-PRECIOS-DICIEMBRE-2013.xlsx,2780.436,xlsx
,,Compras y contrataciones,Comparaciones de precios,Comparaciones de precios 2048,"Comparaciones de precios, Diciembre 2015",2019/04/,COMPARACIONES-DE-PRECIOS-DICIEMBRE-2015-3.xlsx,2780.569,xlsx
,,Compras y contrataciones,Comparaciones de precios,Comparaciones de precios 2049,"Comparaciones de precios, Diciembre 2016",2019/04/,COMPARACIONES-DE-PRECIOS-DICIEMBRE-2016-3.xlsx,2781.495,xlsx
,,Compras y contrataciones,Comparaciones de precios,Comparaciones de precios 2050,"Comparaciones de precios, Enero 2014",2019/04/,COMPARACIONES-DE-PRECIOS-ENERO-2014.xlsx,2780.534,xlsx
,,Compras y contrataciones,Comparaciones de precios,Comparaciones de precios 2051,"Comparaciones de precios, Enero 2015",2019/04/,COMPARACIONES-DE-PRECIOS-ENERO-2015.xls,2779.37,xls
,,Compras y contrataciones,Comparaciones de precios,Comparaciones de precios 2052,"Comparaciones de precios, Enero 2017",2019/04/,COMPARACIONES-DE-PRECIOS-ENERO-2017.xlsx,2782.743,xlsx
,,Compras y contrataciones,Comparaciones de precios,Comparaciones de precios 2053,"Comparaciones de precios, Enero 2018",2019/04/,COMPARACIONES-DE-PRECIOS-ENERO-2018.xlsx,2785.732,xlsx
,,Compras y contrataciones,Comparaciones de precios,Comparaciones de precios 2054,"Comparaciones de precios, Febrero 2013",2019/04/,COMPARACIONES-DE-PRECIOS-FEBRERO-2013-1.xlsx,2781.278,xlsx
,,Compras y contrataciones,Comparaciones de precios,Comparaciones de precios 2055,"Comparaciones de precios, Enero 2013",2019/04/,COMPARACIONES-DE-PRECIOS-FEBRERO-2013.xlsx,2781.278,xlsx
,,Compras y contrataciones,Comparaciones de precios,Comparaciones de precios 2056,"Comparaciones de precios, Febrero 2015",2019/04/,COMPARACIONES-DE-PRECIOS-FEBRERO-2015-5.xlsx,2780.681,xlsx
,,Compras y contrataciones,Comparaciones de precios,Comparaciones de precios 2057,"Comparaciones de precios, Febrero 2018",2019/04/,COMPARACIONES-DE-PRECIOS-FEBRERO-2018.xlsx,2785.742,xlsx
,,Compras y contrataciones,Comparaciones de precios,Comparaciones de precios 2058,"Comparaciones de precios, Febrero 2016",2019/04/,COMPARACIONES-DE-PRECIOS-FEBRERO2016-3.xlsx,2780.561,xlsx
,,Compras y contrataciones,Comparaciones de precios,Comparaciones de precios 2059,"Comparaciones de precios, Febrero 2017",2019/04/,COMPARACIONES-DE-PRECIOS-FEBRERO2017-2.xlsx,2781.473,xlsx
,,Compras y contrataciones,Comparaciones de precios,Comparaciones de precios 2060,"Comparaciones de precios, Julio 2015",2019/04/,COMPARACIONES-DE-PRECIOS-JULIO-2015.xlsx,2780.572,xlsx
,,Compras y contrataciones,Comparaciones de precios,Comparaciones de precios 2061,"Comparaciones de precios, Julio 2016",2019/04/,COMPARACIONES-DE-PRECIOS-JULIO-2016-3.xlsx,2780.561,xlsx
,,Compras y contrataciones,Comparaciones de precios,Comparaciones de precios 2062,"Comparaciones de precios, Julio 2017",2019/04/,COMPARACIONES-DE-PRECIOS-JULIO-2017-2.xlsx,2781.477,xlsx
,,Compras y contrataciones,Comparaciones de precios,Comparaciones de precios 2063,"Comparaciones de precios, Julio 2018",2019/04/,Comparaciones-de-Precios-Julio-2018.pdf,167.273,pdf
,,Compras y contrataciones,Comparaciones de precios,Comparaciones de precios 2064,"Comparaciones de precios, Junio 2015",2019/04/,COMPARACIONES-DE-PRECIOS-JUNIO-2015.xlsx,2780.573,xlsx
,,Compras y contrataciones,Comparaciones de precios,Comparaciones de precios 2065,"Comparaciones de precios, Junio 2016",2019/04/,COMPARACIONES-DE-PRECIOS-JUNIO-2016-3.xlsx,2780.562,xlsx
,,Compras y contrataciones,Comparaciones de precios,Comparaciones de precios 2066,"Comparaciones de precios, Junio 2017",2019/04/,COMPARACIONES-DE-PRECIOS-JUNIO-2017-2.xlsx,2781.475,xlsx
,,Compras y contrataciones,Comparaciones de precios,Comparaciones de precios 2067,"Comparaciones de precios, Marzo 2015",2019/04/,COMPARACIONES-DE-PRECIOS-MARZO-2015-.xlsx,2780.614,xlsx
,,Compras y contrataciones,Comparaciones de precios,Comparaciones de precios 2068,"Comparaciones de precios, Marzo 2016",2019/04/,COMPARACIONES-DE-PRECIOS-MARZO-2016-3.xlsx,2780.661,xlsx
,,Compras y contrataciones,Comparaciones de precios,Comparaciones de precios 2069,"Comparaciones de precios, Marzo 2017",2019/04/,COMPARACIONES-DE-PRECIOS-MARZO-2017-2.xlsx,2781.48,xlsx
,,Compras y contrataciones,Comparaciones de precios,Comparaciones de precios 2070,"Comparaciones de precios, Marzo 2018",2019/04/,COMPARACIONES-DE-PRECIOS-MARZO-2018.xlsx,2785.007,xlsx
,,Compras y contrataciones,Comparaciones de precios,Comparaciones de precios 2071,"Comparaciones de precios, Mayo 2015",2019/04/,COMPARACIONES-DE-PRECIOS-MAYO-2015-3.xlsx,2780.563,xlsx
,,Compras y contrataciones,Comparaciones de precios,Comparaciones de precios 2072,"Comparaciones de precios, Mayo 2016",2019/04/,COMPARACIONES-DE-PRECIOS-MAYO-2016-3-1.xlsx,2780.63,xlsx
,,Compras y contrataciones,Hist√≥rico lista de compras y contrataciones realizadas y aprobadas,Comparaciones de precios 2073,Lista de Compras y Contrataciones. Mayo 2016,2019/04/,COMPARACIONES-DE-PRECIOS-MAYO-2016-3.xlsx,2780.63,xlsx
,,Compras y contrataciones,Comparaciones de precios,Comparaciones de precios 2074,"Comparaciones de precios, Mayo 2017",2019/04/,COMPARACIONES-DE-PRECIOS-MAYO-2017-2.xlsx,2781.473,xlsx
,,Compras y contrataciones,Comparaciones de precios,Comparaciones de precios 2075,"Comparaciones de precios, Noviembre 2015",2019/04/,COMPARACIONES-DE-PRECIOS-NOVIEMBRE-2015.xlsx,2780.566,xlsx
,,Compras y contrataciones,Comparaciones de precios,Comparaciones de precios 2076,"Comparaciones de precios, Noviembre 2016",2019/04/,COMPARACIONES-DE-PRECIOS-NOVIEMBRE-2016.xlsx,2782.748,xlsx
,,Compras y contrataciones,Comparaciones de precios,Comparaciones de precios 2077,"Comparaciones de precios, Octubre 2016",2019/04/,COMPARACIONES-DE-PRECIOS-OCTUBRE-2016-3.xlsx,2781.633,xlsx
,,Compras y contrataciones,Comparaciones de precios,Comparaciones de precios 2078,"Comparaciones de precios, Octubre 2018",2019/04/,COMPARACIONES-DE-PRECIOS-OCTUBRE-2018.pdf,145.612,pdf
,,Compras y contrataciones,Comparaciones de precios,Comparaciones de precios 2079,"Comparaciones de precios, Septiembre 2018",2019/04/,Comparaciones-de-Precios-Sept-2018.pdf,150.555,pdf
,,Compras y contrataciones,Comparaciones de precios,Comparaciones de precios 2080,"Comparaciones de precios, Septiembre 2012",2019/04/,COMPARACIONES-DE-PRECIOS-SEPTIEMBRE-2012.xlsx,2781.419,xlsx
,,Compras y contrataciones,Comparaciones de precios,Comparaciones de precios 2081,"Comparaciones de precios, Septiembre 2013",2019/04/,COMPARACIONES-DE-PRECIOS-SEPTIEMBRE-2013.xlsx,2780.561,xlsx
,,Compras y contrataciones,Comparaciones de precios,Comparaciones de precios 2082,"Comparaciones de precios, Septiembre 2015",2019/04/,COMPARACIONES-DE-PRECIOS-SEPTIEMBRE-2015.xlsx,2780.633,xlsx
,,Compras y contrataciones,Comparaciones de precios,Comparaciones de precios 2083,"Comparaciones de precios, Septiembre 2016",2019/04/,COMPARACIONES-DE-PRECIOS-SEPTIEMBRE-2016-3.xlsx,2780.556,xlsx
,,Compras y contrataciones,Comparaciones de precios,Comparaciones de precios 2084,"Comparaciones de precios, Diciembre 2018",2019/04/,Comparaciones-Precios-Diciembre-2018.pdf,155.864,pdf
,,Compras y contrataciones,Comparaciones de precios,Comparaciones de precios 2085,"Comparaciones de precios, Enero 2016",2019/04/,COMPARACIONES_DE_PRECIOS_ENERO_2016.xlsx,2783.952,xlsx
,,Compras y contrataciones,Comparaciones de precios,Comparaciones de precios 2086,"Comparaciones de precios, Octubre 2015",2019/04/,COMPARACIONES_DE_PRECIOS_OCTUBRE_2015.xlsx,2780.561,xlsx
,,,,,,,,2780.854,xls
,,Compras y contrataciones,Comparaciones de precios,Comparaciones de precios 2013,"Comparaciones de precios, Junio 2013",2019/04/,comparacion_de_precios_junio_2013.xls,2780.875,xls
,,Compras y contrataciones,Comparaciones de precios,Comparaciones de precios 2013,"Comparaciones de precios, Marzo 2013",2019/04/,comparacion_de_precios_marzo_2013.xls,2780.863,xls
,Compras y contrataciones,Compras menores,Compras Menores 2017,Abril 2017,Compras menores - Uniformes institucionales - Abril 2017,2019/04/,Compra-Menor-Abril-2017-Uniformes-Institucionales.pdf,1462.171,pdf
,Compras y contrataciones,Compras menores,Compras Menores 2017,Mayo 2017,Compras menores - Alquiler de salon - Mayo 2017,2019/04/,Compra-Menor-Alquiler-Salon-pra-Actividad-Institucional-Mayo-2017.pdf,933.479,pdf
,Compras y contrataciones,Compras menores,Compras Menores 2017,Junio 2017,Compras menores - Caf√© y az√∫car - Junio 2017,2019/04/,Compra-Menor-Cafe-y-Azucar-Junio-2017.pdf,933.674,pdf
,Compras y contrataciones,Compras menores,Compras Menores 2017,Febrero 2017,Compras menores - Contrato anulado - Febrero 2017,2019/04/,Compra-Menor-Contrato-Anulado.pdf,315.061,pdf
,Compras y contrataciones,Compras menores,Compras Menores 2017,Febrero 2017,Compras menores - Compra anulada - Febrero 2017,2019/04/,Compra-Menor-Correspondiente-Feb.-2017-Sustituye-Compra-Anulad.pdf,631.673,pdf
,Compras y contrataciones,Compras menores,Compras Menores 2017,Enero 2017,Compra menor - Enero 2017,2019/04/,Compra-Menor-Cortinas-Enero.pdf,1203.722,pdf
,Compras y contrataciones,Compras menores,Compras Menores 2017,Febrero 2017,Compras menores - Febrero 2017,2019/04/,Compra-Menor-Febrero-2017-Equipos-de-TI.pdf,1340.396,pdf
,Compras y contrataciones,Compras menores,Compras Menores 2017,Agosto 2017,Compras menores - Materiales de oficina - Agosto 2017,2019/04/,Compra-Menor-Impresiones-Materiales-de-Oficina-Red-GealC-Agosto-2017.pdf,3010.064,pdf
,Compras y contrataciones,Compras menores,Compras Menores 2017,Mayo 2017,Compras menores - Material timbrado - Mayo 2017,2019/04/,Compra-Menor-Material-Timbrado-OPTIC.pdf,1487.31,pdf
,Compras y contrataciones,Compras menores,Compras Menores 2017,Mayo 2017,Compras menores - Servicio de mantenimiento - Mayo 2017,2019/04/,Compra-Menor-Mayo-2017-Mantenimiento-Plataforma-Security-Get.pdf,1552.856,pdf
,Compras y contrataciones,Compras menores,Compras Menores 2017,Agosto 2017,Compras menores - M√≥dulos y paneles - Agosto 2017,2019/04/,Compra-Menor-Modulos-y-Paneles.pdf,2596.854,pdf
,Compras y contrataciones,Compras menores,Compras Menores 2017,Octubre 2017,Compras menores - Pantallas LED - Octubre 2017,2019/04/,Compra-Menor-Pantallas-LED-Evento-RedGealC.pdf,1545.524,pdf
,Compras y contrataciones,Compras menores,Compras Menores 2017,Agosto 2017,Compras menores - Sillas ergon√≥micas - Agosto 2017,2019/04/,Compra-Menor-Sillas-Ergonomicas.pdf,2366.786,pdf
,Compras y contrataciones,Compras menores,Compras Menores 2017,Octubre 2017,Compras menores - Sonido e iluminación - Octubre 2017,2019/04/,Compra-Menor-Sonido-e-ilimihacion-Evento-RedGealC.pdf,2766.463,pdf
